Round,Subset,0,1,2,3,4,5,6,7,8,9
27,Aggregated,0.314,0.316,0.165,0.253,0.344,0.393,0.485,0.475,0.833,0.856
28,1,0.994,0.002,0.011,0.001,0.002,0.009,0.036,0.009,0.002,0.019
28,2,0.001,1.0,0.026,0.033,0.011,0.017,0.003,0.001,0.002,0.0
28,3,0.012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.017,0.004
28,4,0.053,0.003,0.0,1.0,0.0,0.0,0.0,0.0,0.047,0.0
28,5,0.003,0.05,0.0,0.0,0.999,0.0,0.0,0.0,0.017,0.004
28,6,0.198,0.073,0.0,0.0,0.0,0.996,0.0,0.0,0.052,0.024
28,7,0.456,0.074,0.0,0.0,0.0,0.014,0.996,0.002,0.116,0.003
28,8,0.112,0.017,0.007,0.02,0.001,0.007,0.0,0.982,0.02,0.047
28,9,0.14,0.282,0.144,0.19,0.192,0.469,0.529,0.397,0.983,0.242
28,10,0.292,0.049,0.31,0.206,0.301,0.326,0.529,0.401,0.416,0.961
28,Aggregated,0.357,0.303,0.247,0.29,0.274,0.44,0.654,0.532,0.824,0.807
29,1,1.0,0.0,0.0,0.001,0.0,0.0,0.003,0.0,0.0,0.0
29,2,0.017,0.997,0.027,0.0,0.007,0.028,0.001,0.014,0.0,0.0
29,3,0.004,0.001,0.996,0.002,0.0,0.0,0.001,0.0,0.012,0.002
